File Name: not saved
Channel 1: 'M18653', 35800 values, raw ADC, no filters.
Channel 2: 'M18647', 35800 values, raw ADC, no filters.
Channel 3: 'M18410', 35801 values, raw ADC, no filters.

-9	-23	-5
-7	-10	-10
-9	-18	-5
-10	-25	2
-10	-36	3
-9	-21	-1
-11	7	-4
-14	26	-4
-9	29	-2
-9	27	-2
-8	23	-6
-8	9	-8
-6	-15	-7
-5	-34	-5
-6	-31	-5
-4	-9	-4
-4	12	-4
-7	11	-3
-7	-8	-5
-7	-41	-4
-6	-47	0
-5	-40	-2
-10	-45	-3
-7	-24	-4
-5	-15	-2
-10	-11	-2
-10	-1	0
-10	-4	3
-6	-1	4
-7	-5	5
-10	-11	4
-14	-9	1
-15	4	-3
-14	11	2
-12	20	6
-13	20	3
-16	17	1
-13	10	3
-11	5	4
-9	-7	4
-13	-22	3
-15	-31	4
-9	-19	5
-6	-12	4
-2	-23	9
-1	-24	6
2	-10	8
-1	1	9
0	6	6
2	8	4
1	-1	4
-1	-12	5
-5	-20	5
-6	-23	5
-3	-8	7
-1	0	9
1	-13	7
1	-24	6
-1	-32	6
-5	-37	6
-11	-33	0
-12	-28	-4
-11	-21	-2
-9	-14	0
-4	-8	4
-4	-5	4
-2	-2	-6
3	1	-3
12	4	-3
10	15	0
9	15	2
6	4	-1
3	-2	0
1	0	1
-3	0	3
-9	-6	4
-8	-27	2
-9	-48	0
-3	-41	-2
5	-19	-3
5	-1	-2
1	1	-3
-6	-5	-6
-11	-7	-4
-8	-8	0
-1	0	-2
7	12	0
7	23	3
8	21	-2
9	20	-4
7	20	-3
2	11	-8
0	5	-3
3	-5	-4
5	-45	-5
2	-63	-8
-1	-19	-14
-4	12	-6
-7	0	1
-9	-15	1
-11	-13	1
-13	14	2
-13	22	-1
-3	22	0
10	24	4
10	19	6
8	0	4
3	-8	0
3	-18	-5
-1	-34	-9
-9	-51	-5
-9	-35	-7
-11	-28	-14
-10	-3	-10
-3	20	-6
6	18	-6
4	27	2
-5	27	5
-10	18	0
-7	8	-1
-8	0	-3
-10	-11	-3
-12	0	-4
-10	-5	-2
-1	1	-2
-1	16	-12
-1	3	-20
-1	-9	-11
-3	-21	-4
-5	-28	-6
-3	-20	-16
-2	-15	-15
-2	-21	-19
-2	-22	-17
-7	-5	-10
-11	8	-16
-12	9	-20
-12	10	-29
-6	8	-33
-2	3	-24
-3	-10	-23
-6	-16	-22
-10	6	-22
-13	21	-15
-7	9	-1
-4	-6	10
-11	-28	24
-12	-30	37
-8	-24	46
-3	-65	50
5	-104	54
20	-52	59
25	-2	61
9	-9	58
-11	-24	57
-21	-37	46
-32	-36	37
-54	-33	36
-71	-22	31
-91	-13	20
-97	-9	13
-55	8	0
-9	22	-14
2	22	-16
6	30	-11
-2	41	-15
-31	53	-9
-43	52	-4
-20	34	-8
-15	-7	-10
-20	-25	-6
-30	-17	-2
-29	-36	-3
-15	-47	-5
-12	-54	-10
-5	-58	-15
9	-44	-16
14	-30	-17
10	-31	-13
2	-21	-9
-23	-12	-12
-34	-5	-18
-6	12	-31
31	19	-42
41	18	-43
11	7	-39
-23	5	-28
-29	10	-29
-12	31	-28
0	48	-20
1	44	-16
-4	43	-14
2	18	-20
20	-26	-16
34	-46	-5
39	-25	-2
36	18	4
32	39	9
35	13	13
32	-22	17
29	-55	18
24	-38	18
20	1	14
24	27	8
28	7	4
17	-36	-3
11	-49	2
26	-69	4
47	-81	-2
43	-91	-7
18	-99	-4
1	-72	-2
-6	-24	-4
2	3	-6
15	2	-7
15	0	-9
7	0	-10
3	7	-11
13	36	-8
30	44	-6
37	32	-5
29	28	-4
24	18	-2
20	-5	-5
18	1	-22
14	11	-35
4	6	-24
-14	-6	-26
-21	-19	-34
-21	-17	-30
-16	-19	-25
-3	-11	-12
8	6	-6
9	1	4
2	7	0
-3	23	-8
0	22	-20
0	9	-15
-3	-8	-6
-6	-15	12
-18	-16	28
-25	-22	37
-31	-16	38
-37	-9	29
-44	-12	23
-47	-5	-3
-49	0	0
-49	-19	1
-48	-35	2
-49	2	2
-53	44	0
-58	25	-3
-61	-29	0
-62	-86	3
-62	-67	4
-59	-5	6
-56	18	12
-54	12	16
-52	-23	15
-50	-47	12
-45	-42	3
-41	-44	-2
-40	-45	-2
-34	-13	-5
-28	4	-17
-26	7	-2
-20	20	0
-16	27	1
-16	9	2
-15	-10	2
-13	-34	0
-11	-45	-2
-11	-18	0
-12	3	3
-13	7	4
-14	8	5
-14	2	9
-15	-2	12
-15	0	11
-15	1	9
-15	-7	3
-15	-11	-1
-16	-1	-1
-16	8	-3
-11	16	-11
-7	21	-20
-5	17	-27
-3	18	-18
0	14	-1
-1	4	17
0	-4	49
1	1	64
3	0	50
5	3	40
9	5	31
12	-7	9
14	-20	11
16	-15	8
17	-5	7
18	-13	14
18	-24	6
18	-21	-13
19	-9	-13
21	-8	-8
19	-1	-3
18	-1	2
17	-13	0
15	-21	0
17	-18	-4
13	-9	0
12	-9	7
12	-4	0
9	-2	0
10	3	-1
9	6	-14
10	13	-19
9	10	-17
10	-1	-15
14	-12	-16
14	-13	-17
13	-5	-18
15	-2	-15
17	-7	-15
19	-21	-12
20	-26	-6
19	-21	-2
21	-13	0
22	-8	-5
22	0	-4
19	16	-4
19	8	-1
16	-12	-4
17	-24	-2
17	-19	-2
16	-30	-9
14	-27	-12
11	-6	-11
9	-8	-11
7	-11	-7
3	-18	-3
0	-12	-3
-5	-5	-6
-7	-2	-14
-12	-1	-8
-13	1	0
-36	-1	-3
-34	2	4
-33	2	19
-33	-12	25
-33	-21	28
-31	-14	24
-30	-7	10
-28	-1	1
-27	5	-2
-26	6	-1
-24	6	-2
-22	-1	-9
-21	-7	-12
-20	-8	-18
-18	-9	-23
-16	-9	-21
-14	-9	-23
-13	-9	-15
-12	-9	-2
-9	-10	0
-36	5	-1
-34	10	5
-33	10	9
-33	-20	1
-33	-41	-6
-31	-25	-8
-30	-10	-8
-28	5	0
-27	18	10
-26	21	26
-24	21	37
-22	5	33
-21	-10	30
-20	-12	29
-18	-15	25
-16	-15	14
-14	-15	4
-13	-15	-5
-12	-15	-12
-10	-18	-13
-8	-1	-12
-7	1	-7
-6	1	-8
-3	-11	-3
-4	-20	5
-4	-13	7
-3	-7	7
-3	-1	-2
-1	4	-4
-2	5	-8
-2	5	-14
0	-1	-14
0	-7	-6
1	-8	1
2	-9	8
2	-9	1
3	-9	-1
4	-9	-1
5	-9	3
6	-10	1
6	5	-11
7	10	-9
6	10	-5
7	-20	-7
7	-40	-8
8	-25	-8
9	-10	-15
9	5	-26
9	17	-31
11	20	-20
11	20	-7
11	5	-15
10	-10	-28
11	-12	-41
11	-15	-36
10	-15	-9
12	-15	10
11	-15	18
8	-15	10
9	-17	14
-10	-1	25
-10	1	28
-9	1	16
-10	-11	10
-11	-19	8
-11	-13	13
-10	-7	17
-11	-1	16
-12	4	2
-13	5	-5
-14	5	-14
-15	-1	-34
-18	-7	-37
-21	-8	-30
-23	-9	-7
-21	-9	21
-20	-9	45
-23	-9	44
-25	-9	31
-23	-10	18
-6	-10	4
-6	-7	12
-5	-9	12
-6	-11	5
-8	-8	-5
-8	-11	-20
-7	-10	-28
-8	-8	-28
-10	-9	-16
-11	-10	-1
-12	-12	29
-16	-12	33
-20	-13	31
-25	-12	39
-29	-12	34
-26	-11	20
-24	-8	11
-28	-4	3
-31	-3	-16
-28	-2	-31
-27	-3	-42
-31	-3	-45
-25	-4	-32
-16	-5	-22
-11	-3	-20
-9	-6	-14
-13	-6	-16
-12	-7	-20
-6	-7	-37
-5	-7	-36
-5	-7	-14
-6	-7	-5
-7	-9	-4
-8	-10	-3
-7	-9	0
-5	-8	22
-1	-9	39
0	-7	52
0	-7	57
-1	-6	28
-5	-7	6
-5	-7	-2
-5	-8	-9
-5	-7	-12
-4	-6	-16
-4	-7	-21
-4	-9	-28
-3	-9	-37
-2	-8	-42
-2	-9	-35
-3	-10	-33
-3	-11	-49
-3	-12	-65
-4	-11	-83
-5	-10	-85
-5	-11	-36
-4	-12	7
-4	-12	33
-4	-10	56
-4	-5	67
-5	0	71
-5	-1	50
-5	-3	30
-5	-4	-13
-4	-4	-21
-4	-7	8
-4	-8	18
-3	-9	26
-2	-8	51
-2	-6	60
-3	-7	41
-3	-8	30
-3	-8	-5
-4	-8	-59
-5	-7	-149
-5	-8	-185
-4	-7	-152
-4	-8	-109
-4	-8	-44
-4	-8	1
-4	-11	27
-5	-10	62
-5	-11	117
-1	-11	141
-5	-9	158
-7	-10	130
-7	-9	88
-7	-10	73
-7	-11	107
-7	-14	121
-6	-13	103
-5	-11	56
-5	-10	-12
-5	-10	-66
-7	-9	-89
-7	-8	-70
-5	-9	-74
-5	-10	-115
-5	-10	-189
-3	-10	-240
-4	-10	-258
-5	-6	-215
-4	-7	-109
-2	-8	-15
-4	-7	59
-4	-7	89
-1	-8	103
-1	-7	170
-1	-5	231
-1	-7	242
-2	-5	205
-2	-7	177
-2	-7	152
0	-6	136
1	-7	112
1	-7	50
3	-7	-25
0	-7	-64
1	-7	-93
2	-4	-127
0	-7	-131
0	-7	-100
0	-8	-64
-2	-8	-18
-5	-7	24
-5	-7	55
-6	-7	83
-6	-8	99
-6	-10	99
-6	-9	49
-6	-8	6
-7	-8	-15
-9	-7	-30
-10	-8	-20
-11	-9	-10
-12	-9	0
-13	-9	6
-13	-10	1
-13	-12	-4
-14	-12	-10
-16	-12	-29
-17	-10	-62
-17	-11	-37
-12	-10	-52
-12	-6	-65
-11	-9	-23
-12	-9	-4
-11	-11	-11
-10	-10	-20
-11	-9	-24
-12	-10	-41
-11	-11	-42
-11	-10	-30
-7	-9	-25
-11	-10	-28
-17	-8	-28
-21	-6	-35
-19	-6	-42
-8	-8	-35
-7	-7	-25
-15	-9	-13
-15	-9	-12
-14	-10	-21
-12	-8	-33
-11	-7	-25
-11	-8	-13
-9	-9	-10
-7	-9	-4
-6	-9	4
-6	-10	6
-7	-12	5
-9	-12	2
-10	-11	1
-8	-11	-2
-7	-10	-5
-7	-10	-3
-6	-8	-3
-2	-6	-3
3	-4	-2
9	-1	2
12	0	1
8	-3	-2
3	-5	-3
4	-5	-3
0	-4	1
-3	-5	-2
-4	-6	-3
-8	-6	0
-7	-6	-1
-7	-6	-2
-7	-5	-2
-8	-6	-3
-8	-7	-3
-9	-7	-1
-9	-7	-4
-11	-7	-2
-10	-7	1
-9	-8	2
-7	-10	5
-4	-9	10
-6	-8	-3
-5	-7	-1
-3	-6	0
-1	-9	-5
0	-12	-8
1	-11	-7
2	-10	-6
2	-9	-5
1	-5	-4
1	4	-5
0	11	-6
-3	8	-6
-6	4	-6
-6	1	-6
-6	-2	-6
-4	-3	-9
-2	-4	-12
0	-4	-12
2	-5	-12
3	-8	-8
4	-11	1
6	-9	4
8	-7	5
10	-4	-4
7	-1	-11
7	-6	-9
8	-10	-7
7	-13	-4
5	-10	-2
3	-10	-3
2	-13	-5
0	-14	-6
-3	-14	-7
-4	-9	-5
-5	-6	-5
-3	-7	-12
-4	-8	-18
-1	-10	-18
1	-10	-17
4	-7	-11
5	-8	-6
7	-7	-6
8	-6	-3
10	-4	-1
9	-3	-2
10	-4	-4
9	-6	-3
7	-7	-1
8	-8	3
4	-8	6
-2	-8	5
-6	-9	5
-7	-11	4
-6	-11	4
-5	-11	12
-7	-12	12
-8	-12	12
-6	-10	12
-2	-9	17
0	-8	18
-3	-8	14
1	-7	13
5	-6	11
5	-4	7
6	-3	3
4	-4	4
2	-6	3
0	-7	-5
-2	-8	-11
-7	-8	-9
-11	-8	-8
-15	-9	-9
-18	-11	-11
-18	-11	-10
-17	-11	-8
-17	-12	-2
-16	-12	1
-14	-10	0
-12	-9	-3
-8	-8	-7
-3	-7	-9
-2	-7	-4
0	-10	-4
4	-11	-5
2	-11	-8
0	-12	-11
-1	-14	-5
-3	-14	-10
-8	-14	-18
-13	-14	-18
-9	-15	-18
-7	-14	-17
-4	-12	-11
-3	-11	-6
-3	-12	-7
0	-14	-3
0	-13	2
3	-14	4
6	-14	2
11	-12	-2
-9	-13	13
-10	-12	10
-11	-13	7
-11	-14	9
-10	-13	10
-11	-15	10
-13	-14	9
-14	-13	9
-16	-13	9
-16	-11	7
-15	-11	4
-13	-10	2
-11	-10	-1
-9	-9	-6
-8	-8	-9
-8	-6	-6
-9	-4	-3
-9	-4	-5
-8	-5	-7
-8	-5	-7
-9	-5	15
-10	-5	11
-11	-4	8
-11	-2	10
-10	-1	12
-11	-2	11
-13	-4	10
-14	-4	10
-16	-4	10
-16	-5	8
-15	-6	5
-13	-4	2
-11	-3	-2
-9	-2	-7
-8	-1	-11
-8	-2	-7
-9	-3	-4
-9	-4	-6
-8	-5	-9
-8	-4	-9
-9	-3	15
-9	-4	11
-8	-4	8
-6	-6	10
-7	-5	12
-5	-5	11
-3	-6	10
-4	-6	10
-4	-5	10
-5	-3	8
-5	-4	5
-4	-5	2
-5	-6	-2
-5	-4	-7
-5	-6	-11
-4	-7	-7
-4	-7	-4
-4	-8	-6
-4	-7	-9
-2	-6	-9
-4	-7	15
-4	-8	11
-3	-8	8
-5	-6	10
-8	-5	12
-9	-7	11
-11	-9	10
-9	-9	10
-7	-10	10
-5	-10	8
-4	-9	5
-2	-9	2
-1	-9	-2
0	-7	-7
1	-6	-11
1	-6	-7
2	-6	-4
2	-7	-6
2	-8	-9
0	-10	-9
-1	-14	-8
-2	-13	-8
-2	-14	-4
-1	-16	-6
-1	-15	-5
-1	-15	-8
-1	-13	-10
0	-12	-11
0	-11	-14
-1	-12	-11
-1	-12	-4
0	-12	-6
0	-12	-5
0	-11	-5
0	-9	-4
-1	-9	-2
-3	-8	-2
-3	-8	-1
-4	-9	1
-2	-8	4
-5	-9	1
-5	-9	2
-6	-9	3
-4	-9	5
-7	-10	6
-7	-10	2
-6	-10	-1
-6	-10	0
-4	-9	3
-3	-7	1
-5	-6	0
-6	-6	0
-7	-7	-1
-6	-7	0
-7	-6	1
-5	-6	1
-7	-7	0
-7	-7	-1
-8	-8	-2
-7	-8	1
-8	-8	3
-7	-8	0
-8	-8	-1
-5	-8	-4
-6	-7	-2
-8	-9	-3
-7	-7	-5
-7	-8	-7
-6	-6	-9
-5	-6	-10
-6	-6	-7
-5	-6	-4
-4	-6	-5
-5	-5	-11
-6	-4	-10
-4	-5	-5
-6	-6	-7
-6	-6	-10
-7	-6	-10
-4	-6	-11
-4	-8	-6
-4	-8	-4
-4	-9	-3
-4	-8	-5
-5	-7	-6
-5	-7	-4
-5	-8	-2
-5	-8	-3
-5	-7	-3
-5	-7	-2
-6	-7	-2
-6	-7	-2
-6	-7	-1
-5	-5	-1
-4	-4	0
-4	-4	0
-4	-3	0
-4	-2	1
-4	-1	2
-4	-2	1
-4	-8	-11
-4	-8	-7
-4	-9	-4
-4	-8	-8
-5	-7	-10
-5	-7	-6
-5	-8	-3
-5	-8	-4
-5	-7	-5
-5	-7	-3
-6	-7	-1
-6	-7	-1
-6	-7	0
-5	-5	1
-4	-4	2
-4	-4	2
-4	-3	2
-4	-2	4
-4	-1	6
-4	-2	5
-4	-3	5
-5	-1	8
-5	-11	9
-4	-16	7
-4	-13	8
-5	-19	8
-5	-13	6
-5	-9	6
-3	-8	7
-3	-14	6
-6	-16	5
-5	-14	7
-4	-10	7
-4	-7	7
-3	-6	7
-3	-4	5
-3	-5	5
-3	-8	3
-3	-13	2
-2	-10	3
-2	-7	2
-2	-8	0
-2	-8	0
0	-7	2
-3	-4	4
-4	-2	3
-5	2	2
-5	-1	2
-4	-2	6
-3	0	7
-3	-4	1
-3	-12	-3
-5	-21	-4
-6	-16	-4
-6	-11	0
-5	-13	1
-5	-10	4
-4	-6	0
-6	-1	-2
-6	2	-4
-7	0	-3
-7	-2	2
-5	-12	2
-4	-18	0
-5	-14	-1
-4	-14	-4
-4	-16	-6
-5	-13	-4
-6	-8	-5
-7	-7	-3
-7	-10	-1
-7	-11	-2
-6	-11	-3
-7	-6	-3
-11	0	-5
-9	5	-5
-10	6	-5
-9	8	-3
-8	6	-2
-7	2	-4
-11	-8	-1
-7	-8	4
-3	-7	7
-4	-1	3
-6	5	-1
-5	5	-1
-4	2	-1
-4	-7	-3
-5	-13	-4
-5	-15	1
-6	-16	5
-6	-15	3
-6	-14	2
-6	-16	2
-5	-17	1
-6	-13	2
-7	-13	4
-8	-24	3
-9	-31	2
-9	-18	4
-11	-4	-1
-7	-5	4
-3	-3	7
-4	10	3
-6	22	-1
-5	21	-1
-4	15	-1
-4	-2	-3
-5	-16	-4
-5	-19	1
-6	-21	5
-6	-19	3
-6	-18	2
-6	-22	2
-5	-23	1
-6	-16	2
-7	-15	4
-8	-38	3
-9	-50	2
-9	-26	4
-11	-9	6
-15	-10	6
-16	10	8
-16	11	6
-17	-3	6
-19	-26	7
-19	-11	3
-19	-3	-5
-15	-24	-5
-9	-24	9
-1	-41	9
1	-71	3
4	-65	2
5	-32	2
-1	-2	0
-1	16	1
0	21	3
-1	18	1
0	13	2
0	12	3
1	7	1
-3	-5	0
-9	-13	4
-4	-10	4
-6	-11	1
-8	-3	1
-8	7	0
-7	18	-9
-3	2	-14
4	-30	-1
5	-40	6
5	-14	1
3	5	-4
4	1	-7
6	-23	-1
5	-43	6
1	-34	6
-2	-8	3
-1	-1	0
-3	-6	-5
-7	-16	-6
-11	-16	2
-14	-12	3
-12	-5	-3
-10	1	-4
-7	-6	-3
-6	10	-1
-9	21	-3
-11	12	-1
-15	16	-1
-15	14	-4
-7	-5	-6
-3	-23	-4
-9	-13	0
-10	2	0
-10	2	-2
-10	6	-1
-8	5	1
-11	0	-1
-7	-3	-4
-9	-10	-2
-10	-14	0
-16	-13	1
-20	4	1
-21	16	2
-16	10	0
-10	2	-1
-11	-8	-1
-13	-15	-1
-14	-8	-1
-11	-3	-2
-8	-3	-3
-6	-3	-3
0	-1	2
-3	1	5
3	9	0
10	14	-6
14	9	-12
20	3	-17
21	-5	-14
23	-7	-10
22	9	-13
16	7	-16
10	9	-14
3	20	-23
3	25	-35
3	15	-45
10	-4	-64
4	-23	-48
5	-25	-18
8	-17	-16
6	-19	-7
6	-29	-9
3	-23	4
3	-21	12
-3	-17	17
-7	-9	19
-7	-5	23
-9	-7	32
-11	-3	43
-14	-14	52
-14	-19	58
-11	-18	61
-13	-31	56
-20	-27	50
-28	-30	45
-37	-25	35
-31	7	31
-22	25	27
-26	12	15
-41	-1	11
-54	6	10
-55	9	0
-50	-17	-10
-35	-58	-14
-33	-69	-21
-51	-33	-25
-49	-27	-31
-28	-35	-34
3	-11	-32
-38	-14	-25
-53	9	-18
-56	31	-13
-15	40	-15
16	39	-16
14	3	-12
9	-27	-6
-3	-28	-3
-15	-25	-4
-22	-6	-6
-24	11	-6
-10	33	-8
3	44	-11
16	26	-18
30	7	-36
45	-6	-31
56	-12	-24
47	5	-33
37	13	-35
23	-14	-18
-21	-5	-7
-30	8	1
-32	20	9
-8	25	13
11	24	16
10	4	17
7	-12	17
-1	-13	15
-8	-11	12
-12	-1	8
-13	9	5
-5	21	5
3	27	3
11	17	0
19	7	-2
28	-1	-5
34	-4	-8
29	5	-7
23	10	-6
15	-5	-6
7	-29	-6
1	-97	-8
